read	169610	169480656
adjlist	8427	8420320
prepare	178038	366
kcore	117283	117248933
kcore	117479	117443770
kcore	117373	117336905
kcore	117475	117439485
kcore	117624	117580336
kcore	117459	117412554
kcore	117524	117484573
kcore	117463	117421029
kcore	117508	117460742
kcore	117512	117473124
total	1352742	520
