read	403323	402987355
adjlist	19805	19789838
prepare	423129	297
tarjan	70854	70792364
tarjan	74743	74678734
tarjan	74113	74048013
tarjan	73447	73381646
tarjan	76185	76117074
tarjan	74681	74614008
tarjan	74260	74193853
tarjan	75931	75865006
tarjan	74731	74666933
tarjan	77821	77753289
total	1169901	884
