read	528790	528724183
adjlist	25360	25355394
prepare	554150	289
bellman	23141	23137813
bellman	23985	23981685
bellman	24022	24018181
bellman	24644	24640224
bellman	24497	24493698
bellman	25408	25404089
bellman	25242	25239018
bellman	25407	25403141
bellman	25905	25126437
bellman	25848	25830881
total	802253	245
