read	126717	126690471
adjlist	6251	6249857
prepare	132969	371
bellman	14528	14524721
bellman	14550	14547068
bellman	14688	14683911
bellman	14534	14531065
bellman	14568	14564668
bellman	14632	14627513
bellman	15236	15233025
bellman	15443	15439583
bellman	15412	15407596
bellman	15405	15401459
total	281971	495
