read	170153	170012827
adjlist	8542	8535662
prepare	178696	315
kcore	116497	116446710
kcore	116384	116346531
kcore	115418	115380578
kcore	116801	116759934
kcore	115852	115812857
kcore	115787	115745239
kcore	116433	116385331
kcore	116007	115960232
kcore	116724	116684913
kcore	116361	116313894
total	1340964	308
