read	357281	357032232
adjlist	19175	19163105
prepare	376456	267
kcore	153152	153050475
kcore	152591	152488765
kcore	152658	152555650
kcore	153452	153350318
kcore	153923	153821234
kcore	152903	152802011
kcore	153288	153187296
kcore	153879	153778272
kcore	152910	152808412
kcore	153291	153190107
total	1908507	228
