read	400945	400644382
adjlist	19628	19301917
prepare	420574	276
bellman	28663	28642017
bellman	28212	28190351
bellman	28156	28134148
bellman	28304	28283027
bellman	29412	29388524
bellman	28237	28214991
bellman	28362	28340758
bellman	28435	28412315
bellman	30065	30041404
bellman	29320	29297341
total	707743	235
