read	398410	398140362
adjlist	18863	18852497
prepare	417274	272
kcore	145167	145073757
kcore	145695	145600533
kcore	146257	146162738
kcore	146751	146656734
kcore	147235	147138985
kcore	145892	145794823
kcore	146129	146030751
kcore	146732	146632081
kcore	147418	147319781
kcore	146027	145929362
total	1880581	223
