read	535911	535559701
adjlist	25379	25363541
prepare	561290	301
kcore	198492	197498451
kcore	200142	200108892
kcore	199558	199525089
kcore	202421	202387047
kcore	201358	201324810
kcore	200161	200127975
kcore	203863	203829323
kcore	201661	201628065
kcore	200705	200672347
kcore	201191	200146669
total	2570849	246
